ASJP_NAME,AUTHOR,YEAR,TITLE_ETC,LIST_MADE_BY
SAWUJ,"Voorhoeve, C. L.",1971,"Miscellaneous notes on languages in West Irian, New Guinea. In: Boxwell, Maurice (ed.). Papers in New Guinea Linguistics No. 14. Canberra: Australian National University. Pacific linguistics / Linguistic Circle of CanberraÂ : Series A, Occasional papers. 47-115.",AKW
SAXON_UPPER,"Müller, André",n.d.,[Data supplied by André Müller.],AM
SAYA,"Kraft, Charles H.",1981,"Chadic wordlists I (""Plateau-Sahel""), p. 202 ff. Berlin: Verlag von Dietrich Reimer.",AM
SAYULA_POPOLUCA,"Cysouw, Michael, Søren Wichmann, and David Kamholz",2006,"A critique of the separation base method for genealogical subgrouping, with data from Mixe-Zoquean. Journal of Quantitative Linguistics 13.2-3. 225-26.",
SAZIN_SHINA,"Backstrom, Peter C. and Carla F. Radloff",1992,Sociolinguistic survey of Northern Pakistan 2. Languages of northern areas. Islamabad: National Institute of Pakistan Studies and Summer Institute of Linguistics.,SS
SCOTS,,,http://www.scots-online.org/dictionary/engscots.asp,AM/HG
SCOTS_2,"Millar, Robert McColl.",2007,Northern and Insular Scots. Edinburgh University Press.,TVV
SEBOP_KENYAH,"Ray, Sidney H.",1913,The Languages of Borneo. Sarawak Museum Journal 1(4). 1-196.,JB
SEBUYAU,"Ray, Sidney H.",1913,The Languages of Borneo. Sarawak Museum Journal 1(4). 1-196.,JB
SECHELT,"Timmers, Jan A.",1977,A classified English-Sechelt word-list. Lisse: Peter de Ridder Press.,CB/DB
SECHURA,"Martínez, Compañón, Baltasar Jaime",1985,"Trujillo del Perú en el siglo XVIII. Vol. 2. Madrid: Ediciones Cultura Hispánica. Originally published 1782-1790.; Buchwald, Otto von. 1918. Migraciones sudamericanas. Boletín de la Sociedad Ecuatoriana de Estudios Históricos Americanos 1: 227-236.",MU
SECOYA,"Huber, Randall Q. and Robert B. Reed",1992,"Comparative Vocabulary: Selected Words in Indigenous Languages of Colombia. Bogotá, Colombia: Summer Institute of Linguistics.",CB
SECOYA_2,"Borman, M. B. and others",1991,"Listas comparativas de palabras en diez idiomas autóctonos ecuatorianos. (Cuadernos Etnolingüísticos, 13.) Quito: Instituto Lingüístico de Verano.",PE/SW
SEDANG,"Smith, Kenneth",2000,Sedang dictionary. Mon-Khmer Studies Special 1. Mahidol University at Salaya and the Summer Institute of Linguistics Dallas.,CB
SEDIQ,,,http://language.psy.auckland.ac.nz/austronesian/about.php accessed spring 2007,CB
SEDOA,"Barr, Donald F., Sharon G. Barr, and C. Salombe.",1979,"Languages of Central Sulawesi: Checklist, preliminary classification, language maps, wordlists. Ujung Pandang: Summer Institute of Linguistics and Hasanuddin University.",EK
SEEKU,"Vydrin, Valentin",2009,On the problem of the Proto-Mande homeland. Journal of Language Relationship 1. 107-142.,DE
SEEKU_2,"McPherson, Laura",2018,Seenku lexicon. RefLex.,SW/GS
SEEKU_3,"Prost, [Révérend] [Père] André",1971,Eléments de sembla. Afrique et langage.,SW/GS
SEGAI,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
SEGEJU,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SEGEMUK,"Blench, Roger",n.d.,The West Kainji Languages of Northwestern Nigeria: Comparative Wordlist. Accessed 11 March 2008.,VV
SEGET,"Voorhoeve, C. L.",1975,"Languages of Irian Jaya, checklist: preliminary classification, language maps, wordlists. Pacific Linguistics: Series B 31. Canberra: Research School of Pacific and Asian Studies, Australian National University.",JB
SEI,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
SEIMAT,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
SEKAR,,,http://language.psy.auckland.ac.nz/austronesian/about.php (accessed February 2008),AM/MD
SEKE,"Tryon, Darrell T.",1979,"New Hebrides Languages: An Internal Classification. Canberra: Research School of Pacific Studies, Australian National University.",AM
SEKI,"Van der Veen, Lolke",2011,Projet ALGAB (Atlas Linguistique du Gabon). RefLex.,SW/GS
SEKI_2,"Van der Veen, Lolke",2011,Projet ALGAB (Atlas Linguistique du Gabon). RefLex.,SW/GS
SEKI_3,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
SEKIYANI,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SEKOLA_LONTHOIR_BANDA,"Stokhof, W. A. L. (ed.)",1982,"Holle lists: Vocabularies in languages of Indonesia 3/3. Central Moluccas: Seram (III). Materials in Languages of Indonesia 15. 183-198. Pacific Linguistics D-49. Canberra: Australian National University, Department of Linguistics.",AKW
SEKOLA_NEIRA_BANDA,"Stokhof, W. A. L. (ed.)",1982,"Holle lists: Vocabularies in languages of Indonesia 3/3. Central Moluccas: Seram (III). Materials in Languages of Indonesia 15. 169-182. Pacific Linguistics D-49. Canberra: Australian National University, Department of Linguistics.",AKW
SELARU,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
SELAYAR,,,http://www.ling.hawaii.edu/~uhdoc/Selayar/list_selayar_language.html (accessed March 2009),AM
SELE,"Allen, Christian",1980,"Sele. In Kropp Dakubu, M. E. (ed.), West African language data sheets. II. West African Linguistic Society.",
SELEPET,"McElhanon, K. A.",1967,Preliminary observations on Huon Peninsula languages. Oceanic Linguistics 6(1). 1-45.,VV/SW
SELEPUT,"Dryer, Matthew",n.d.,[Data supplied by Matthew Dryer.],SW/MSD
SELICE_ROMANI,"Elšik, Viktor",2009,"Selice Romani vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.), World loanword database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1732 entries. (Available online at http://wold.clld.org/vocabulary/9.)",SW
SELKUP,"Gashilov, Arkadiy I.",2015,"Selkup dictionary. In: Key, Mary Ritchie and Comrie, Bernard (eds.), The Intercontinental Dictionary Series. Leipzig: Max Planck Institute for Evolutionary Anthropology. (Available online at http://ids.clld.org/contributions/151.)",AM
SEMAI,"Peiros, Ilia",1998,Comparative Linguistics in Southeast Asia. Pacific Linguistics C-142: Canberra: Australian National University.,CB
SEMAI_2,"Phillips, Timothy C.",2005,"Linguistic comparison Of Semai dialects. Unpublished manuscript. Malaysia: Economic Planning Unit, Prime Minister's Department.; Diffloth, Gérard. 1977. Towards a history of Mon-Khmer: Proto-Semai vowels. ??????? (Southeast Asian Studies) 14(4). 463-495.",PS/SW
SEMAQ_BERI,"Benjamin, Geoffrey",1976,"Austroasiatic subgroupings and prehistory in the Malay peninsula. In: Philip N. Jenner, Laurence C. Thompson, and Stanley Starosta (eds.), Austroasiatic studies. Honolulu: University Press of Hawaii. 37-128.",JB
SEME,"Person, Yvonne.",1966,Des Kru en Haute-Volta (seme ou siamou de Orodara). Bulletin de l'Institut Fondamental de l'Afrique Noire 28(1/2). 485-492.,TVV
SEME,"Prost, Andre?.",1964,"Contribution a? l'e?tude des langues voltaïques (Me?moires de l'Institut Français d'Afrique Noire 70). Dakar: Institut Fondamental d'Afrique Noire, Universite? de Dakar.",TVV
SEMELAI,"Kruspe, Nicole D.",2004,A grammar of Semelai. Cambridge: Cambridge University Press.,PS/SW
SEMIMI,"Voorhoeve, C. L.",1975,"Languages of Irian Jaya, checklist: preliminary classification, language maps, wordlists. Pacific Linguistics: Series B 31. Canberra: Research School of Pacific and Asian Studies, Australian National University.; Peckham, Lloyd. 2000. Tentative Mairasi grammar. Ms.",JB/SW
SEMNAM,"Burenhult, Niclas and Wegener, Claudia",2009,"Preliminary Notes On The Phonology, Orthography And Vocabulary Of Semnam (Austroasiatic, Malay Peninsula). Journal of the Southeast Asian Linguistics Society 1. 283-312.",JB
SEMNANI,"Christensen, Arthur",1930,Contributions à la dialectologie Iranienne 2. København: Adr. Fred. Høst and Søn.,
SEMPAN,"Voorhoeve, C. L.",1975,"Languages of Irian Jaya, checklist: preliminary classification, language maps, wordlists. Pacific Linguistics: Series B 31. Canberra: Research School of Pacific and Asian Studies, Australian National University.",JB
SENA,"Torrend, J.",1900,"Grammática do Chisena. A grammar of the language of the lower Zambezi. Chipanga, Zambesia: Missáo de Chipanga",AKW
SENA_2,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SENARA_SENOUFU,"Prost, André",1964,"Vocabulaires comparatifs. In Contribution á l'étude des langues voltaïques, 391-461. Dakar: Institut Fondamental d'Afrique Noire, Université de Dakar.",MSD
SENE,"McElhanon, K. A. and Voorhoeve, C. L.",1999,The Trans-New Guinea Phylum: Explorations in deep-level genetic relationships. Canberra: Pacific Linguistics.,SW/MSD
SENECA,"Chafe, Wallace L.",1967,"Seneca morphology and dictionary. Washington, DC: Smithsonian Press.",JB
SENED,"Provotelle, Paul.",1911,"E?tude sur la Tamazir't, ou, Ze?natia de Qalaa?t Es-Sened (Tunisie) (Publications de l'Ecole des Lettres d'Alger; Bulletin de correspondence de africaine 46). Paris: Ernest Leroux.",TVV
SENGA_CHAMA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SENGA_CHIPATA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SENGELE_MBELO,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
SENGGA_BABATANA,,,"http://language.psy.auckland.ac.nz/austronesian/language.php?id=571 (accessed Aug 27, 2012)",SS
SENGI,"Voorhoeve, C. L.",1971,"Miscellaneous notes on languages in West Irian, New Guinea. In: Boxwell, Maurice (ed.). Papers in New Guinea Linguistics No. 14. Canberra: Australian National University. Pacific linguistics / Linguistic Circle of CanberraÂ : Series A, Occasional papers. 47-115.",AKW
SENGO,"Staalsen, Philip",1975,The Languages of the Sawos Region (New Guinea). Anthropos 70. 6-16.,MSD
SENGSENG,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
SENHAJA_DE_SRAIR,"Ibáñez, Esteban",1959,Diccionario español-senhayi (dialecto bereber de Senhaya de Serair). Madrid: Instituto de Estudios Africanos.,ZM
SENHAYI,"Bennett, Patrick R.",1998,"Comparative semitic linguistics: A manual. Winona Lake, Indiana: Eisenbrauns.",AM
SENOUFO_SUPYIRE,"Carlson, Robert",1994,A grammar of Supyire. Berlin/New York: Mouton de Gruyter.,SW
SENOUFO_TAGWANA,"Casimir, Katia Kamara",1988,"Lexikon der Tagbana-Sprache. Ph.D. dissertation, Bielefeld University.",AC
SENOUFO_TAGWANA,"Casimir, Katia Kamara.",1988,Lexikon der Tagbana-Sprache. Bielefeld: Universität Bielefeld  Ph.D. dissertation.,AC
SENSI,,,,
SENTANI,"Cowan, H. K. J.",1965,Grammar of the Sentani language with specimen texts and vocabulary. 's-Gravenhage: Nijhoff.,VV
SENUFO_CEBAARA,"Mills, Richard",2003,"Dictionnaire sénoufo-français: sénanri, parler Tyébara (Côte d'Ivoire), avec un index français-tyébara. (Monographies voltaïques / Gur monographs, 5.) Köln :  Rüdiger Köppe Verlag, [Gur monographs/Monographies voltaÏques, n 5], 2 tomes. Köln: Rüdiger Köppe Verlag.",JB
SENUFO_SICITE,"Garber, Anne Elizabeth",1987,A tonal analysis of Senufo: Sucite dialect. University of Illinois at Urbana-Champaign (UIUC). Ann Arbor: UMI.,JB
SEPA_INDONESIA,Donald C. Laycock,1976,"Austronesian languages: Sepik Provinces. In: Stephen A. Wurm (ed.), New Guinea area languages and language study 2: Austronesian languages. Canberra: Research School of Pacific and Asian Studies, Australian National University, 399-418.",AKW
SEPA_PAPUA_NEW_GUINEA,"Stokhof, W.A.L. (ed.)",1981,"Holle lists: Vocabularies in languages of Indonesia 3/1, Southern Moluccas. Central Moluccas: Seram (I). Materials in Languages of Indonesia 4. Pacific Linguistics D-35. 87-100. Canberra: Australian National University, Department of Linguistics.",AKW
SEPANG,"Smith, Beverly Kean",2007,"A phonological reconstruction of Proto-Pitu Ulunna Salu. M.A. Thesis, Univ. of Texas, Arlington, 1993. Ann Arbor: UMI.",AKW
SEPECIDES_ROMANI,"Matras, Yaron et al.",2002,Romlex. A comprehensive Romani lexicon. http://romani.uni-graz.at/romlex/lex.xml accessed 9 January 2008.,VV
SEPEN,"Z'graggen, John A.",1972,"Comparative Wordlist of the Ramu language group, New Guinea. Alexishafen: Anthropos Institute.",MSD
SEPIK_IWAM,"Rehburg, Judy, Marilyn Laszlo, and Robert Conrad",1970,Comparison of Sepik Iwam and May River Iwam (Papua New Guina). Typescript.,MSD
SEPOE,"Brown, Herbert A.",1973,"The Eleman language family. In: K. Franklin (ed.), The Linguistic Situation in the Gulf District and Adjacent Areas, Papua New Guinea. Pacific Linguistics Series C - N. 26, pp. 281-376. Canberra: Department of Linguistics, Research School of Pacific Studies, The Australian National University, pp. 579-583.",AKW
SERA,Donald C. Laycock,1976,"Austronesian languages: Sepik Provinces. In: Stephen A. Wurm (ed.), New Guinea area languages and language study 2: Austronesian languages. Canberra: Research School of Pacific and Asian Studies, Australian National University, 399-418.",JB
SERAIKI,"Rensch, Calvin R., Calinda E. Hallberg, and Clare F. O'Leary",1992,Sociolinguistic survey of Northern Pakistan 3: Hindko and Gujari. SIL & National Institute of Pakistan Studies Quaid-i-Azam University.,AM
SERBOCROATIAN,,,http://en.wiktionary.org/wiki/Appendix:Swadesh_lists_for_Slavic_languages,CB
SERE,"Moñino, Yves (ed.)",1988,Lexique comparatif des langues oubanguiennes. Paris: Librairie Orientaliste Paul Geuthner pour la Laboratoire de Langues et Civilisations à Tradition Orale (LACITO)/Département Languages et Parole en Afrique Central (LAPAC).,SW/GS
SEREER,"Crétois, Léonce",1973/77,Dictionnaire sereer-français. Dakar: Centre de Linguistique Appliquée de Dakar (CLAD).,SW/GS
SEREER_2,Greffier [P. S. Sp.],1960,"Dictionnaire sérère-français, d?après le manuscrit du Père Ezzano S. Sp. ; Précédé d?un abrégé de grammaire Sérère par le P. Greffier S. Sp.. Joal (Sénégal): Mission de Joal.",SW/GS
SEREER_3,Anonymous,1845,"Vocabulaires guiolof, manding, foule, saracole, séraire, bagnon et floupe, recueillis à la côte d?Afrique pour le service de l?ancienne Compagnie Royale du Sénégal. Mémoires de la Société Ethnologique, t 2. Paris: Librairie Orientale de Mme Ve Dondey-Dupré.",SW/GS
SEREER_4,"Merrill, John",2018,Sereer-English/English-Sereer Dictionary. http://linguistics.berkeley.edu/~merrill/.,SW/GS
SERENA,,,http://www.quechua.org.uk/Eng/Cpv/Andean_Languages_DataBase_by_Paul_Heggarty_Version_1_0.mdb,AKW/AM2
SERER_SINE,"Pichl, Walter J.",1980,"Serer. In Kropp Dakubu, M. E. (ed.), West African language data sheets, vol. 2.  Leiden: West African Linguistic Society and African Studies Centre.",
SERI,"Moser, Edward and Mary B. Moser",1961,"Seri-castellano, castellano-seri. México, D. F.: Instituto Lingüístico de Verano.; Steve Marlett, personal communication, and http://www.und.nodak.edu/instruct/smarlett/Documents/Dicci25Enero2005.zip",CB
SERILI,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
SERRANO,"Hill, Kenneth C.",1967,"A grammar of the Serrano language. University of California, Los Angeles.",MSD
SERUA,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
SERUI-LAUT,"Anceaux, J. C.",1961,"The linguistic situation in the islands of Yapen, Kurudu, Nau and Miosnum, New Guinea (Verhandelingen van het koninklijk instituut voor taal-, land- en volkenkunde – deel 35). 'S-Gravenhage: Martinus Nijhoff.",
SESE,"Bender, M. Lionel",1971,The languages of Ethiopia: A new lexicostatistic classification and some problems of diffusion. Anthropological Linguistics 13. 165-288.,AM
SETA,"Laycock, Donald C.",1968,Languages of the Lumi Subdistrict.  Oceanic Linguistics 7(1). 36-66.,JB
SETI,"Laycock, Donald C.",1968,Languages of the Lumi Subdistrict.  Oceanic Linguistics 7(1). 36-66.,JB
SETTLED_SWAT_GUJARI,"Rensch, Calvin R., Calinda E. Hallberg, and Clare F. O'Leary",1992,"Sociolinguistic survey of Northern Pakistan 3: Hindko and Gujari. SIL and National Institute of Pakistani Studies, Quaid-i-Azam University.",
SEWA_BAY,,,http://language.psy.auckland.ac.nz/austronesian/language.php?id=617 (accessed October 2009),SS
SEYCHELLES_CREOLE,"Bollée, Annegret",1977,Le créole français des Seychelles. Tübingen: Max Niemeyer.,VV
SEYCHELLES_CREOLE_2,,,,
SEZE,"Bender, M. Lionel",1983,"Remnant languages of Ethiopia and Sudan. In: Marvin Lionel Bender (ed.), Nilo-Saharan language studies (Monograph / Committee on Northeast African studies 13), 336-354. East Lansing: African Studies Center, Michigan State Univversity.",JB
SEZE_2,"Siebert, Ralph, Klaus Wedekind, and Charlotte Wedekind",2002,Third S.L.L.E. survey on languages of the Begi/Asosa area. SIL International.,SW/GS
SEZE_3,"Siebert, Ralph, Klaus Wedekind, and Charlotte Wedekind",2002,Third S.L.L.E. survey on languages of the Begi/Asosa area. SIL International.,SW/GS
SHA,"Blench, Roger",n.d.,Ron comparative wordlist. Draft Manuscript.,JB
SHABO,"Ehret, Christopher",1995,"Do Krongo and Shabo Belong in Nilo-Saharan?. In Nicolaï, Robert and Rottland, Franz (eds.), Actes du Cinquième Colloque de Linguistique Nilo-Saharienne / Proceedings of the Fifth Nilo-Saharan Linguistics Colloquium, Nice, 24-29 August 1992 Nilo-Saharan language studies, 169-194. Köln: Rüdiger Köppe.",AM
SHAHMIRZADI,"Christensen, Arthur",1930,Contributions à la dialectologie Iranienne 2. København: Adr. Fred. Høst and Søn.,
SHAKARA,"Blench, Roger",2007,The Shakara [=Tari] language of Central Nigeria and its affinities. Available at http://www.rogerblench.info/RBOP.htm .,VV
SHALL,"Blench, Roger",2006,"The Shall and Zwall languages of Central Nigeria and their affinities. pdf MS fr January 2, 2006.",VV
